paper_id,title,journal_short,publication_year,institution_names,primary_topic,cited_by_count,citation_percentile,exact_math_density,broad_math_density
BIO_2026_0610,Comparing causal parameters with many treatments and positivity violations,BIO,2026,New York University,Advanced Causal Inference Techniques,0,89.528796,0.4378,0.3798
BIO_2026_0611,Dynamic clustering for heterophilic stochastic block models with time-varying node memberships,BIO,2026,Carnegie Mellon University | University of Washington,Functional Brain Connectivity Studies,0,93.416691,0.3342,0.2462
BIO_2026_0612,Sequential Gibbs Posteriors with Applications to Principal Component Analysis,BIO,2026,,Markov Chains and Monte Carlo Methods,0,63.455729000000005,0.2066,0.3124
BIO_2026_0613,Palm distributions of superposed point processes for statistical inference,BIO,2026,Duke University | Statistical and Applied Mathematical Sciences Institute | University of Milano-Bicocca,Point processes and geometric inequalities,0,95.904601,0.2982,0.4822
BIO_2026_0614,Conditioning on posterior samples for flexible frequentist goodness-of-fit testing,BIO,2026,Harvard University | Harvard University Press | University of Chicago,Statistical Methods and Bayesian Inference,0,93.693694,0.0024,0.3686
BIO_2026_0615,Parallel computations for Metropolis Markov chains with Picard maps,BIO,2026,Bocconi University,Markov Chains and Monte Carlo Methods,0,93.415226,0.2524,0.3044
BIO_2026_0619,Design Stability in Adaptive Experiments: Implications for Treatment Effect Estimation,BIO,2026,"Environmental and Occupational Health Sciences Institute | Indian Statistical Institute | Rutgers, The State University of New Jersey",Advanced Causal Inference Techniques,0,94.243558,0.1387,0.33
JASA_2023_0621,Cross-Validation: What Does It Estimate and How Well Does It Do It?,JASA,2023,"IEC University | Stanford University | University of California, Berkeley",Advanced Statistical Methods and Models,359,99.968907,0.1758,0.1895
JASA_2023_0622,Are Latent Factor Regression and Sparse Regression Adequate?,JASA,2023,Fudan University | Princeton University,Statistical Methods and Inference,57,99.559517,0.1204,0.3126
JASA_2024_0623,Evaluating Treatment Prioritization Rules via Rank-Weighted Average Treatment Effects,JASA,2024,Google (United States) | Google DeepMind (United Kingdom) | Stanford University,Advanced Causal Inference Techniques,48,99.802693,0.2252,0.2163
JASA_2023_0624,Semiparametric Proximal Causal Inference,JASA,2023,Communication University of Zhejiang | King University | Peking University | University of Michigan | University of Pennsylvania | Zhejiang University,Advanced Causal Inference Techniques,45,99.470295,0.2575,0.3173
JASA_2023_0626,Robust Validation: Confident Predictions Even When Distributions Shift,JASA,2023,Stanford University,Statistical Methods and Inference,42,98.834016,0.2061,0.371
JASA_2023_0627,Large Scale Prediction with Decision Trees,JASA,2023,Princeton University,Statistical Methods and Inference,41,99.387204,0.4003,0.3706
JASA_2023_0628,Double Negative Control Inference in Test-Negative Design Studies of Vaccine Effectiveness,JASA,2023,Peking University | University of Michigan | University of Pennsylvania,SARS-CoV-2 and COVID-19 Research,37,97.52533,0.0751,0.2168
JASA_2023_0629,Data Fission: Splitting a Single Data Point,JASA,2023,Carnegie Mellon University | Google (United States),Statistical Methods and Inference,33,99.03926,0.0969,0.2141
JASA_2024_0630,Extremal Random Forests,JASA,2024,Hawassa University | University of Copenhagen | University of Geneva,Statistical Methods and Inference,33,99.679834,0.4282,0.3703
JASA_2023_0631,Independence Weights for Causal Inference with Continuous Treatments,JASA,2023,Harvard University | Quantitative BioSciences | University of Minnesota | University of Wisconsin–Madison,Advanced Causal Inference Techniques,31,99.002908,0.2526,0.2724
JASA_2023_0632,A Hierarchical Expected Improvement Method for Bayesian Optimization,JASA,2023,Duke University | Georgia Institute of Technology,Advanced Multi-Objective Optimization Algorithms,28,96.353333,0.2598,0.2744
JASA_2023_0633,The Cellwise Minimum Covariance Determinant Estimator,JASA,2023,KU Leuven | Maastricht University,Advanced Statistical Methods and Models,25,98.403897,0.2546,0.2549
JASA_2025_0634,Data-Driven Tuning Parameter Selection for High-Dimensional Vector Autoregressions,JASA,2025,Aarhus University | Cambridge Econometrics (United Kingdom) | Danish Energy Association | University of Copenhagen | University of Oxford,Statistical Methods and Inference,20,99.851651,0.5413,0.5266
JASA_2023_0635,Model-Robust and Efficient Covariate Adjustment for Cluster-Randomized Experiments,JASA,2023,Institute for Medical Informatics and Biostatistics | University of Pennsylvania | University of the Arts | Yale University,Statistical Methods and Inference,18,97.27877,0.3151,0.3355
JASA_2023_0637,Group Network Hawkes Process,JASA,2023,"Chinese University of Hong Kong, Shenzhen | Fudan University | Shenzhen Research Institute of Big Data | University of Miami",Point processes and geometric inequalities,11,96.954501,0.0382,0.236
JASA_2024_0638,Policy Learning with Asymmetric Counterfactual Utilities,JASA,2024,Carnegie Mellon University | Harvard University | Quantitative BioSciences | Sun Yat-sen University,Risk and Portfolio Optimization,11,95.157619,0.2862,0.3571
JASA_2025_0640,LAMBDA: A Large Model Based Data Agent,JASA,2025,Hong Kong Polytechnic University,Data Stream Mining Techniques,8,98.941731,0.0,0.0258
JASA_2025_0641,Degree-Heterogeneous Latent Class Analysis for High-Dimensional Discrete Data,JASA,2025,Columbia University | Statistical Service,Face and Expression Recognition,6,95.460936,0.0783,0.4706
JASA_2023_0643,A Scale-Free Approach for False Discovery Rate Control in Generalized Linear Models,JASA,2023,Harvard University | Virginia Tech,Statistical Methods and Inference,32,98.914624,0.0782,0.3564
JASA_2023_0647,Factor Augmented Sparse Throughput Deep ReLU Neural Networks for High Dimensional Regression,JASA,2023,Princeton University,Statistical Methods and Inference,21,97.833411,0.5738,0.4554
JASA_2023_0648,Inference for Treatment-Specific Survival Curves Using Machine Learning,JASA,2023,Amherst College | Fred Hutch Cancer Center | University of Massachusetts Amherst | University of Washington,Statistical Methods and Inference,20,97.029497,0.4112,0.3914
JASA_2023_0649,Adversarial Machine Learning: Bayesian Perspectives,JASA,2023,CUNEF Universidad | Harvard University | Institute of Mathematical Sciences,Adversarial Robustness in Machine Learning,20,93.577876,0.0,0.0841
JASA_2023_0652,What is a Randomization Test?,JASA,2023,Stanford University | University of Cambridge,Statistical Methods in Clinical Trials,19,97.289734,0.0594,0.1366
JASA_2023_0654,Robust Leave-One-Out Cross-Validation for High-Dimensional Bayesian Models,JASA,2023,Bocconi University,Statistical Methods and Bayesian Inference,19,97.149816,0.2469,0.2789
JASA_2023_0655,Narrowest Significance Pursuit: Inference for Multiple Change-Points in Linear Models,JASA,2023,London School of Economics and Political Science,Monetary Policy and Economic Impact,18,96.483344,0.0237,0.1965
JASA_2023_0657,"Bayesian Conjugacy in Probit, Tobit, Multinomial Probit and Extensions: A Review and New Results",JASA,2023,Bocconi University | Collegio Carlo Alberto,Statistical Methods and Bayesian Inference,18,97.107395,0.0461,0.3273
JASA_2024_0659,Bayesian Structure Learning in Undirected Gaussian Graphical Models: Literature Review with Empirical Comparison,JASA,2024,University of Amsterdam,Bayesian Methods and Mixture Models,17,96.151428,0.0,0.081
JASA_2023_0661,Optimal Dynamic Treatment Regimes and Partial Welfare Ordering,JASA,2023,University of Bristol,Advanced Causal Inference Techniques,16,96.242939,0.0635,0.3107
JASA_2024_0662,Federated Offline Reinforcement Learning,JASA,2024,Harvard University | Management Sciences (United States) | Northwestern University,Healthcare Operations and Scheduling Optimization,16,98.3292,0.1301,0.4685
JASA_2024_0663,Generalized Data Thinning Using Sufficient Statistics,JASA,2024,Cancer Research Center | Cape Town HVTN Immunology Laboratory / Hutchinson Centre Research Institute of South Africa | Fred Hutch Cancer Center | University of British Columbia | University of Southern California | University of Washington,Statistical Methods and Inference,16,98.737237,0.2823,0.2997
JASA_2023_0704,Online Statistical Inference for Stochastic Optimization via Kiefer-Wolfowitz Methods,JASA,2023,New York University | Purdue University West Lafayette | University of Chicago,Stochastic Gradient Optimization Techniques,7,82.289248,0.4389,0.448
JASA_2025_0705,"Fair Coins Tend to Land on the Same Side They Started: Evidence from 350,757 Flips",JASA,2025,"Amsterdam University Medical Centers | Centre Hospitalier Le Vinatier | Centre National de la Recherche Scientifique | Centre de Recherche en Neurosciences de Lyon | Centre for Mental Health | Czech Academy of Sciences, Institute of Psychology | Decision Research | Eötvös Loránd University | Gutenberg College | Hasselt University | Inserm | Justus-Liebig-Universität Gießen | KU Leuven | Nyenrode Business University | Radboud University Nijmegen | University of Amsterdam | University of Göttingen | University of Kassel | University of Zurich | Utrecht University | Vrije Universiteit Amsterdam",Housing Market and Economics,7,98.929751,0.0,0.1782
JASA_2023_0707,Spatiotemporal Clustering with Neyman-Scott Processes via Connections to Bayesian Nonparametric Mixture Models,JASA,2023,Flatiron Health (United States) | Flatiron Institute | Neurosciences Institute | New York University | Stanford University | University of Michigan,Bayesian Methods and Mixture Models,6,81.38432,0.1611,0.2075
JASA_2024_0709,CARE: Large Precision Matrix Estimation for Compositional Data,JASA,2024,King University | Peking University | University of International Business and Economics | University of Pennsylvania,Geochemistry and Geologic Mapping,6,87.64788999999999,0.261,0.3534
JASA_2024_0710,Modeling and Learning on High-Dimensional Matrix-Variate Sequences,JASA,2024,Australian National University | Beijing Technology and Business University | Hong Kong Polytechnic University | South China Normal University | University of Hong Kong,Tensor decomposition and applications,6,84.454756,0.0331,0.2888
JASA_2024_0711,Supervised Dynamic PCA: Linear Dynamic Forecasting with Many Predictors,JASA,2024,University of Chicago | University of Electronic Science and Technology of China | Zhejiang University,Complex Systems and Time Series Analysis,6,96.180255,0.028,0.2622
JASA_2024_0712,Semi-Supervised Triply Robust Inductive Transfer Learning,JASA,2024,Bentley University | Columbia University | Harvard University,Domain Adaptation and Few-Shot Learning,6,88.26615199999999,0.0,0.3075
JASA_2024_0713,Model-Based Causal Feature Selection for General Response Types,JASA,2024,ETH Zurich | Prevention Institute | Statistics Austria | University of Copenhagen | University of Zurich,Bayesian Modeling and Causal Inference,6,89.928105,0.2002,0.2535
JASA_2024_0714,Matrix GARCH Model: Inference and Application,JASA,2024,Fudan University | Hong Kong University of Science and Technology | Tsinghua University | University of Hong Kong,Financial Risk and Volatility Modeling,6,92.392277,0.0173,0.2643
JASA_2025_0715,On the Algorithmic Bias of Aligning Large Language Models with RLHF: Preference Collapse and Matching Regularization,JASA,2025,California University of Pennsylvania | Chinese University of Hong Kong | King University | National University of Singapore | Peking University | University of Pennsylvania,Bayesian Methods and Mixture Models,6,98.475166,0.0211,0.1951
